Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
257680,Comcast data usage cap,2015-04-26,26 April 2015,12:35:31,Customer Care Call,Oak Ridge,Tennessee,37830,Closed,No
363533,Comcast - Internet Data Cap,2015-06-24,24 June 2015,21:42:17,Internet,Oak Ridge,Tennessee,37830,Solved,No
225624,Comcast Service and Billing Issues,2015-09-04,04 September 2015,01:10:35,Internet,Oakland,California,94602,Closed,No
308616,Illegal Charges from Comcast,2015-05-27,27 May 2015,00:10:08,Customer Care Call,Oakland,California,94607,Solved,No
326074,Comcast,2015-05-06,06 May 2015,17:42:42,Internet,Oakland,California,94608,Solved,Yes
337953,Inconsistent low speeds that are overpriced,2015-12-06,06 December 2015,17:14:44,Internet,Oakland,California,94608,Solved,No
338270,Bad Customer Service,2015-12-06,06 December 2015,19:25:01,Customer Care Call,Oakland,California,94602,Solved,No
339206,Unable to cancel poor internet service,2015-06-13,13 June 2015,15:10:31,Internet,Oakland,California,94612,Solved,No
339936,microsoft is limiting service,2015-06-14,14 June 2015,13:43:04,Customer Care Call,Oakland,California,94606,Closed,No
344269,Unethical Behavior: Comcast Requesting Credit Check or Deposit,2015-06-16,16 June 2015,18:35:22,Internet,Oakland,California,94611,Solved,No
360338,Unfair bundles,2015-06-23,23 June 2015,22:19:04,Customer Care Call,Oakland,California,94606,Open,No
363044,comcast,2015-06-24,24 June 2015,18:02:54,Customer Care Call,Oakland,California,94621,Open,No
295447,Years of packet loss and downtime,2015-05-18,18 May 2015,16:17:27,Internet,Oakland Park,Florida,33309,Solved,No
365565,Comcast run around,2015-06-25,25 June 2015,14:39:22,Internet,Oakland Park,Florida,33334,Solved,No
222212,Comcast Cablevision Florida,2015-07-04,04 July 2015,15:49:56,Customer Care Call,Ocala,Florida,34472,Closed,No
319428,comcast,2015-02-06,06 February 2015,16:53:23,Customer Care Call,Ocala,Florida,34472,Solved,No
305229,Poor Quality Service and Unauthorized Charges,2015-05-24,24 May 2015,09:54:46,Internet,Ocean City,New Jersey,8226,Solved,No
250828,Comcast/Xfinity cancellation fee,2015-04-22,22 April 2015,16:51:52,Internet,Olathe,Kansas,66062,Closed,No
360680,Comcast billing and speed.,2015-06-24,24 June 2015,01:03:28,Internet,Olathe,Kansas,66062,Pending,No
330392,Data Cap Overages,2015-09-06,06 September 2015,13:12:13,Customer Care Call,Old Hickory,Tennessee,37138,Solved,No
224243,Comcast data caps are killing the internet,2015-08-04,04 August 2015,14:15:26,Internet,Olive Branch,Mississippi,38654,Closed,No
284592,Lied to by Comcast,2015-11-05,05 November 2015,20:27:54,Internet,Olive Branch,Mississippi,38654,Open,Yes
329737,Data Cap in Olive Branch MS with Comcast,2015-09-06,06 September 2015,00:57:53,Customer Care Call,Olive Branch,Mississippi,38654,Solved,No
367256,Data Cap,2015-06-25,25 June 2015,23:01:14,Internet,Olive Branch,Mississippi,38654,Solved,No
371075,Comcast Internet Data Cap Segregation,2015-06-28,28 June 2015,16:11:59,Internet,Olive Branch,Mississippi,38654,Pending,No
224932,Inconsistent Internet Service,2015-08-04,04 August 2015,17:19:43,Internet,Olympia,Washington,98512,Closed,No
224605,Comcast - Fraudulent Billing Practices Unwilling to resolve situation,2015-08-04,04 August 2015,15:50:45,Customer Care Call,Olympia,Washington,98501,Closed,No
337209,Billing and slowing of internet,2015-12-06,06 December 2015,14:29:57,Internet,Olympia,Washington,98502,Solved,No
350252,internet and tv problems.,2015-06-18,18 June 2015,18:07:10,Internet,Olympia,Washington,98512,Solved,No
350931,day 3 of Internet going down and disconnect support calls,2015-06-19,19 June 2015,01:37:10,Internet,Olympia,Washington,98502,Solved,No
358592,Internet Service Billing,2015-06-23,23 June 2015,14:20:41,Internet,Orange,Virginia,22960,Solved,No
363610,Forcing Customer to Pay an Incorrect Bill to get it Fixed,2015-06-24,24 June 2015,22:26:52,Internet,Orange Park,Florida,32273,Open,No
370168,Comcast Billing/Pricing Practices,2015-06-27,27 June 2015,15:55:52,Internet,Orange Park,Florida,32065,Open,Yes
272794,Comcast terrible service #2,2015-04-05,05 April 2015,20:56:12,Customer Care Call,Orangevale,California,95662,Closed,No
217985,bait and switch services for monetary gain,2015-04-04,04 April 2015,16:07:36,Internet,Orcutt,California,93455,Closed,No
357126,Comcast XFINITY Internet Performance,2015-06-22,22 June 2015,20:42:52,Customer Care Call,Oreland,Pennsylvania,19075,Open,No
359697,outrageous internet bill adjustments from Comcast,2015-06-23,23 June 2015,18:22:27,Customer Care Call,Orland Park,Illinois,60642,Solved,No
226150,Comcast cable/phone/internet complaint,2015-09-04,04 September 2015,11:53:04,Internet,Orlando,Florida,32828,Closed,No
300869,Comcast Data Usage - Additional Fee for Internet Usage but not TV,2015-05-21,21 May 2015,10:16:29,Internet,Oro Valley,Arizona,85737,Solved,No
359803,Billing Complaint,2015-06-23,23 June 2015,18:59:28,Internet,Oroville,California,95966,Solved,No
346047,comcast,2015-06-17,17 June 2015,14:56:20,Customer Care Call,Osceola,Indiana,46561,Solved,No
246213,Abysmal customer service do not approve merger with Time Warner,2015-04-20,20 April 2015,23:43:52,Internet,Owens Cross Roads,Alabama,35763,Closed,No
225791,Comcast business internet service down for 6 Days,2015-09-04,04 September 2015,09:46:19,Customer Care Call,Owings Mills,Maryland,21117,Closed,No
296660,Billing,2015-05-19,19 May 2015,11:11:36,Customer Care Call,Owings Mills,Maryland,21117,Closed,No
335204,Problems with Comcast,2015-11-06,06 November 2015,15:47:55,Customer Care Call,Owins Mills,Maryland,21117,Solved,No
294812,Internet Billing,2015-05-18,18 May 2015,12:36:53,Internet,Oxon Hill,Maryland,20745,Solved,Yes
358836,Comcast Billing,2015-06-23,23 June 2015,15:07:00,Customer Care Call,Pacheco,California,94553,Solved,No
345351,COMCAST,2015-06-17,17 June 2015,12:00:39,Internet,Pacific,Washington,98047,Solved,No
251736,Comcast billing,2015-04-23,23 April 2015,09:29:28,Customer Care Call,Paducah,Kentucky,42003,Closed,No
293051,Data usage limit,2015-05-16,16 May 2015,08:47:01,Customer Care Call,Paducah,Kentucky,42001,Solved,No
359239,Data Cap Limitations,2015-06-23,23 June 2015,16:25:09,Customer Care Call,Paducah,Kentucky,42003,Pending,No
371160,Comcast Service Rep Missed appointment. I missed a very important family gathering because I was waiting on the worker to show.,2015-06-28,28 June 2015,17:31:25,Internet,Pahokee,Florida,33476,Solved,No
358772,Unfair Billing,2015-06-23,23 June 2015,14:52:21,Internet,Palatine,Illinois,60074,Solved,No
358707,Throttle internet,2015-06-23,23 June 2015,14:40:14,Internet,Palatine,Illinois,60074,Solved,No
244230,Comcast Phone Internet and TV,2015-04-20,20 April 2015,10:24:32,Customer Care Call,Palm Beach,Florida,33480,Closed,No
251802,Erroneous charges on Comcast bill,2015-04-23,23 April 2015,10:12:28,Customer Care Call,Palm Beach Gardens,Florida,33418,Closed,No
301499,Deceptive and false contract on Business Comcast for Service Call  ,2015-05-21,21 May 2015,14:30:09,Internet,Palm Beach Gardens,Florida,33418,Open,No
326788,poor service inaccurate billing,2015-06-06,06 June 2015,13:22:42,Customer Care Call,Palm Beach Gardens,Florida,33418,Open,No
360595,My Comcast Nightmare,2015-06-24,24 June 2015,00:08:48,Customer Care Call,Palm Beach Gardens,Florida,33418,Solved,No
335844,Comcast Internet Bait and Switch,2015-11-06,06 November 2015,19:41:19,Customer Care Call,Palm City,Florida,34990,Solved,No
214664,No Service no assistance,2015-02-04,04 February 2015,15:29:04,Internet,Palmetto Bay,Florida,33157,Closed,No
243742,Comcast is a terrible service,2015-04-19,19 April 2015,16:14:27,Customer Care Call,Palo Alto,California,94301,Closed,No
339241,Comcast High-Speed Internet Does Not Work,2015-06-13,13 June 2015,15:33:13,Internet,Palo Alto,California,94306,Solved,No
300119,Comcast Billing & Customer Service,2015-05-20,20 May 2015,17:47:03,Customer Care Call,Panama City Beach,Florida,32413,Solved,No
226539,Failure to Cancel Service,2015-09-04,04 September 2015,13:31:48,Internet,Parkland,Florida,33067,Closed,No
362807,Unable to Return Equipment,2015-06-24,24 June 2015,16:51:20,Customer Care Call,Pasadena,Maryland,21122,Solved,No
362820,Unable to Return Equipment,2015-06-24,24 June 2015,16:55:22,Customer Care Call,Pasadena,Maryland,21122,Closed,No
360349,Slow Internet Speeds,2015-06-23,23 June 2015,22:23:39,Customer Care Call,Patterson,California,95363,Pending,Yes
298618,Comcast keeps hiking my bill for no reason !!,2015-05-20,20 May 2015,10:02:10,Internet,Paw Paw,Michigan,49079,Solved,No
315865,Questionable internet slowdown,2015-05-31,31 May 2015,17:38:21,Customer Care Call,Peabody,Massachusetts,1960,Solved,No
214079,comcast,2015-02-04,04 February 2015,12:31:26,Internet,Peachtree City,Georgia,30269,Closed,No
339017,Advertised Internet price not honored,2015-06-13,13 June 2015,13:13:07,Internet,Peachtree City,Georgia,30269,Solved,No
341442,Data Cap problems,2015-06-15,15 June 2015,15:07:17,Customer Care Call,Peachtree City,Georgia,30269,Solved,No
354431,Comcast internet overage charges,2015-06-21,21 June 2015,00:33:37,Internet,Pearl,Mississippi,39208,Pending,Yes
356720,Surprise Data Caps from Comcast,2015-06-22,22 June 2015,17:39:03,Internet,Pearl,Mississippi,39208,Pending,Yes
215830,Price increase while on a fixed price plan,2015-03-04,04 March 2015,09:51:10,Internet,Pearland,Texas,77585,Closed,No
360771,internet price went up offered lower price deal with cable tv...,2015-06-24,24 June 2015,02:39:29,Internet,Pearland,Texas,77584,Open,No
243166,comcast,2015-04-18,18 April 2015,16:07:30,Internet,Pembroke Pines,Florida,33024,Closed,No
309754,Comcast Metro Fiber,2015-05-27,27 May 2015,15:45:28,Customer Care Call,Pembroke Pines,Florida,33029,Open,No
225735,Comcast,2015-09-04,04 September 2015,09:03:28,Internet,Peoria,Illinois,61604,Closed,No
300472,Terrible Experience with Comcast,2015-05-20,20 May 2015,20:39:30,Customer Care Call,Peoria,Illinois,61606,Solved,No
324988,promotion ended in one month,2015-05-06,06 May 2015,11:17:21,Customer Care Call,Peoria,Illinois,61614,Solved,No
338830,Metered bandwidth with no data meter,2015-06-13,13 June 2015,10:52:24,Internet,Petal,Mississippi,39465,Solved,No
361391,Comcast Data Cap,2015-06-24,24 June 2015,11:16:59,Customer Care Call,Petal,Mississippi,39465,Pending,No
365061,speed,2015-06-25,25 June 2015,13:23:25,Internet,Phila,Pennsylvania,19136,Solved,No
213735,Comcast (Xfinity)  Larger withdrawal on automatic payment than billed,2015-02-04,04 February 2015,10:54:44,Customer Care Call,Philadelphia,Pennsylvania,19119,Closed,No
263884,inability to add service,2015-04-29,29 April 2015,12:16:49,Customer Care Call,Philadelphia,Pennsylvania,19128,Closed,No
212079,No Internet service,2015-01-04,04 January 2015,13:53:22,Internet,Philadelphia,Pennsylvania,19128,Closed,No
212701,Comcast Customer Service  Theft  Inconsistency,2015-01-04,04 January 2015,16:55:18,Customer Care Call,Philadelphia,Pennsylvania,19121,Closed,No
264664,comcast,2015-04-29,29 April 2015,16:06:39,Customer Care Call,Philadelphia,Pennsylvania,19151,Closed,No
273392,Terrible Comcast experience - No end in sight,2015-05-05,05 May 2015,11:42:23,Customer Care Call,Philadelphia,Pennsylvania,19123,Closed,No
281631,Comcast/Xfinity Customer Service,2015-09-05,05 September 2015,11:01:44,Internet,Philadelphia,Pennsylvania,19103,Solved,No
312204,Comcast is blocking HBO Go in Sony platforms,2015-05-28,28 May 2015,17:21:45,Internet,Philadelphia,Pennsylvania,19114,Solved,No
319019,Bundle,2015-02-06,06 February 2015,14:34:59,Internet,Philadelphia,Pennsylvania,19145,Closed,No
325903,Comcast Blocking HBO Go from Playstation 3 and 4,2015-05-06,06 May 2015,16:38:35,Customer Care Call,Philadelphia,Pennsylvania,19139,Solved,No
326369,Cancelled Comcast Internet - Service and Billing was never cancelled,2015-05-06,06 May 2015,21:17:45,Customer Care Call,Philadelphia,Pennsylvania,19104,Solved,No
326570,Terrible Service,2015-06-06,06 June 2015,09:46:47,Internet,Philadelphia,Pennsylvania,19123,Closed,No
333951,Internet connectivity and speed,2015-10-06,06 October 2015,21:20:06,Internet,Philadelphia,Pennsylvania,19119,Solved,No
331921,Bad Internet Speeds,2015-10-06,06 October 2015,00:53:58,Internet,Philadelphia,Pennsylvania,19139,Closed,No
333086,Comcast,2015-10-06,06 October 2015,15:40:57,Internet,Philadelphia,Pennsylvania,19103,Solved,No
343874,Comcast Billing Issues,2015-06-16,16 June 2015,16:19:54,Customer Care Call,Philadelphia,Pennsylvania,19143,Solved,No
346005,Comcast refuses to recognize our same sex marriage,2015-06-17,17 June 2015,14:46:38,Internet,Philadelphia,Pennsylvania,19129,Closed,No
347054,Comcast Wifi Service,2015-06-17,17 June 2015,18:59:39,Internet,Philadelphia,Pennsylvania,19142,Solved,No
354027,terrible internet quality,2015-06-20,20 June 2015,16:03:10,Customer Care Call,Philadelphia,Pennsylvania,19116,Solved,No
360405,Comcast billing and services,2015-06-23,23 June 2015,22:54:35,Customer Care Call,Philadelphia,Pennsylvania,19134,Solved,No
362208,Unfair Billing at Comcast,2015-06-24,24 June 2015,14:41:24,Customer Care Call,Philadelphia,Pennsylvania,19118,Solved,Yes
363147,Comcast complaint,2015-06-24,24 June 2015,18:39:01,Internet,Philadelphia,Pennsylvania,19130,Open,No
369527,internet service provider billing increase,2015-06-26,26 June 2015,23:43:10,Internet,Philadelphia,Pennsylvania,19106,Solved,No
373795,Was liked to about the speed and the price that was offered to me.,2015-06-29,29 June 2015,22:35:44,Customer Care Call,Philadelphia,Pennsylvania,19103,Solved,No
374002,COMCAST,2015-06-30,30 June 2015,08:38:10,Internet,Philadelphia,Pennsylvania,19154,Solved,No
290941,Stop The CAP,2015-05-14,14 May 2015,19:34:26,Customer Care Call,Phoenixville,Pennsylvania,19460,Open,No
272020,Comcast quoted one price then billed another,2015-04-05,05 April 2015,15:25:22,Internet,Pigeon Forge,Tennessee,37863,Solved,No
365068,Poor internet quality,2015-06-25,25 June 2015,13:23:54,Customer Care Call,Pikesville,Maryland,21208,Closed,No
214948,Comcast Terrible Experience with no resolution,2015-02-04,04 February 2015,16:57:32,Internet,Pittsburgh,Pennsylvania,15222,Closed,No
214952,Comcast Terrible Experience with no resolution,2015-02-04,04 February 2015,16:58:09,Customer Care Call,Pittsburgh,Pennsylvania,15222,Closed,No
233656,Comcast Throttling Connection Speeds,2015-04-13,13 April 2015,22:36:10,Customer Care Call,Pittsburgh,Pennsylvania,15213,Closed,No
233422,Comcast,2015-04-13,13 April 2015,19:55:26,Internet,Pittsburgh,Pennsylvania,15218,Closed,No
321302,COMCAST FRAUDULENT BILLING & CHARGES,2015-03-06,06 March 2015,14:45:00,Internet,Pittsburgh,Pennsylvania,15216,Solved,No
360149,Unfair pricing,2015-06-23,23 June 2015,20:57:46,Internet,Pittsburgh,Pennsylvania,15232,Solved,No
360394,Comcast's Unfair Billing and Pricing Practices,2015-06-23,23 June 2015,22:44:41,Customer Care Call,Pittsburgh,Pennsylvania,15205,Pending,No
360348,Slowed Internet Speeds,2015-06-23,23 June 2015,22:23:21,Customer Care Call,Pittsburgh,Pennsylvania,15213,Solved,No
364134,Comcast -- Throttling Connection,2015-06-25,25 June 2015,10:33:27,Customer Care Call,Pittsburgh,Pennsylvania,15212,Solved,No
373203,No internet phone or cable service,2015-06-29,29 June 2015,17:41:35,Internet,Pittsburgh,Pennsylvania,15238,Solved,No
372830,Comcast bundling of internet and tv services and deceptive sales practices,2015-06-29,29 June 2015,16:06:11,Internet,Pittsburgh,Pennsylvania,15224,Solved,No
374131,Comcast price inflation,2015-06-30,30 June 2015,10:24:47,Customer Care Call,Pittsburgh,Pennsylvania,15217,Solved,No
258748,Comcast,2015-04-27,27 April 2015,12:28:34,Customer Care Call,Placida,Florida,33946,Closed,No
320484,Comcast,2015-03-06,06 March 2015,10:36:38,Customer Care Call,Placida,Florida,33946,Closed,No
224912,Slow internet speeds,2015-08-04,04 August 2015,17:16:03,Customer Care Call,Plainfield,Illinois,60586,Closed,No
323616,bill payment,2015-04-06,06 April 2015,14:59:31,Internet,Plainfield,Illinois,60544,Solved,No
330481,Comcast service,2015-09-06,06 September 2015,13:47:17,Internet,Plainsboro,New Jersey,8536,Open,No
356971,comcast is not providing service for bad internet,2015-06-22,22 June 2015,19:23:06,Internet,Plainsboro,New Jersey,8536,Solved,No
213665,billing/service issues,2015-02-04,04 February 2015,10:31:07,Internet,Plantation,Florida,33317,Closed,No
218057,comcast billing increase,2015-04-04,04 April 2015,17:51:21,Customer Care Call,Plantation,Florida,33322,Closed,No
281634,Charging for service with out fixing the problem,2015-09-05,05 September 2015,11:06:06,Customer Care Call,Plantation,Florida,33317,Solved,No
313324,I DO NOT HAVE INTERNET AND WORK FROM HOME,2015-05-29,29 May 2015,12:25:53,Internet,Plantation,Florida,33324,Open,No
252312,Terrible customer service from Comcast,2015-04-23,23 April 2015,12:38:18,Customer Care Call,Pleasanton,California,94566,Closed,No
267413,internet not working,2015-04-30,30 April 2015,18:49:14,Internet,Pleasanton,California,94588,Closed,No
360170,expensive service capped,2015-06-23,23 June 2015,21:16:34,Customer Care Call,Pleasanton,California,94566,Solved,No
216947,Comcast email service,2015-03-04,04 March 2015,16:50:08,Customer Care Call,Plymouth,Massachusetts,2360,Closed,No
